customer_id,company_name,business_sector,company_scale,establishment_year,region,employee_count,registration_date,current_status,segment
SME-2024-00193,UD Mega Cemerlang Abadi,Pendidikan & Training,Kecil,2015,Batam,11,2022-03-08,Aktif,Pelanggan Tetap
SME-2024-00194,Toko Garuda Digital Pratama,Properti & Real Estate,Kecil,2022,Tangerang,11,2020-03-17,Aktif,Pelanggan Tetap
SME-2024-00195,UD Jaya Network Mandiri,Pendidikan & Training,Kecil,2015,Malang,20,2023-07-08,Aktif,Pelanggan Tetap
SME-2024-00196,UD Garuda Makmur Lestari,Konstruksi,Kecil,2022,Surabaya,5,2021-08-25,Aktif,Pelanggan Tetap
SME-2024-00197,PT Sriwijaya Pratama Pratama,Teknologi Informasi,Menengah,2021,Yogyakarta,39,2021-03-21,Aktif,Pelanggan Tetap
SME-2024-00198,Toko Karya Sejahtera Abadi,Media & Kreatif,Kecil,2014,Jakarta,20,2022-08-25,Aktif,Pelanggan Tetap
SME-2024-00199,UD Sentosa Bahagia Mandiri,Media & Kreatif,Kecil,2012,Semarang,10,2024-07-05,Aktif,Pelanggan Tetap
SME-2024-00200,UD Nusantara Konektifitas Jaya,Pendidikan & Training,Kecil,2012,Tangerang,12,2022-11-05,Aktif,Pelanggan Tetap
SME-2024-00201,UD Mega Teknologi,Transportasi & Logistik,Kecil,2014,Denpasar,10,2022-09-23,Aktif,Pelanggan Tetap
SME-2024-00202,CV Duta Digital,Perdagangan Eceran,Kecil,2018,Malang,6,2021-12-26,Aktif,Pelanggan Tetap
SME-2024-00203,UD Mitra Makmur Lestari,Teknologi Informasi,Mikro,2014,Makassar,4,2020-12-26,Aktif,Pelanggan Tetap
SME-2024-00204,Toko Berkah Digital Abadi,Transportasi & Logistik,Mikro,2022,Makassar,4,2020-02-01,Aktif,Pelanggan Tetap
SME-2024-00205,CV Nusantara Cemerlang Pratama,Teknologi Informasi,Menengah,2010,Yogyakarta,83,2024-02-29,Aktif,Pelanggan Tetap
SME-2024-00206,Toko Abadi Konektifitas Lestari,Pertanian & Agribisnis,Kecil,2021,Batam,5,2024-07-26,Aktif,Pelanggan Tetap
SME-2024-00207,CV Duta Konektifitas Sentosa,Pertanian & Agribisnis,Menengah,2021,Bandar Lampung,80,2021-07-12,Aktif,Pelanggan Tetap
SME-2024-00208,Warung Abadi Andalan Abadi,Media & Kreatif,Mikro,2022,Batam,3,2022-03-19,Aktif,Pelanggan Tetap
SME-2024-00209,CV Citra Solusi Mandiri,Kesehatan,Kecil,2023,Makassar,14,2022-03-08,Aktif,Pelanggan Tetap
SME-2024-00210,Toko Surya Teknologi Jaya,Media & Kreatif,Kecil,2011,Bandar Lampung,13,2020-01-13,Aktif,Pelanggan Tetap
SME-2024-00211,UD Bintang Lestari Pratama,Kuliner & F&B,Kecil,2016,Makassar,18,2023-12-20,Aktif,Pelanggan Tetap
SME-2024-00212,Kios Nusantara Network Lestari,Media & Kreatif,Mikro,2010,Denpasar,5,2022-03-29,Aktif,Pelanggan Tetap
SME-2024-00213,Toko Mitra Persada,Kesehatan,Kecil,2016,Medan,15,2021-08-14,Aktif,Pelanggan Tetap
SME-2024-00214,CV Nusantara Konektifitas Jaya,Media & Kreatif,Kecil,2021,Bandung,12,2022-04-26,Aktif,Pelanggan Tetap
SME-2024-00215,PT Garuda Data Sentosa,Jasa Keuangan,Menengah,2014,Jakarta,88,2021-05-20,Aktif,Pelanggan Tetap
SME-2024-00216,UD Jaya Utama Jaya,Pertanian & Agribisnis,Kecil,2018,Bandung,20,2021-12-21,Aktif,Pelanggan Tetap
SME-2024-00217,PT Karya Cemerlang Pratama,Kesehatan,Menengah,2011,Tangerang,23,2021-03-04,Aktif,Pelanggan Tetap
SME-2024-00218,UD Permata Utama,Perdagangan Eceran,Kecil,2012,Bandung,15,2021-03-20,Aktif,Pelanggan Tetap
SME-2024-00219,CV Duta Persada Pratama,Perdagangan Eceran,Kecil,2019,Palembang,19,2023-01-27,Aktif,Pelanggan Tetap
SME-2024-00220,CV Citra Solusi Jaya,Pertanian & Agribisnis,Kecil,2012,Tangerang,14,2024-09-27,Aktif,Pelanggan Tetap
SME-2024-00221,UD Mega Utama Mandiri,Kuliner & F&B,Kecil,2014,Denpasar,12,2020-01-16,Aktif,Pelanggan Tetap
SME-2024-00222,CV Bintang Pratama Abadi,Perdagangan Eceran,Kecil,2014,Malang,16,2022-05-08,Aktif,Pelanggan Tetap
SME-2024-00223,UD Mega Network Pratama,Konstruksi,Kecil,2020,Palembang,17,2023-11-07,Aktif,Pelanggan Tetap
SME-2024-00224,CV Duta Konektifitas Jaya,Konstruksi,Menengah,2013,Palembang,70,2023-01-23,Aktif,Pelanggan Tetap
SME-2024-00225,Toko Garuda Teknologi Sentosa,Kesehatan,Mikro,2022,Tangerang,5,2022-05-19,Aktif,Pelanggan Tetap
SME-2024-00226,Warung Berkah Sakti Abadi,Konstruksi,Mikro,2013,Tangerang,2,2023-03-09,Aktif,Pelanggan Tetap
SME-2024-00227,CV Surya Indah,Jasa Keuangan,Kecil,2021,Denpasar,11,2020-08-11,Aktif,Pelanggan Tetap
SME-2024-00228,CV Bumi Bahagia Pratama,Transportasi & Logistik,Kecil,2013,Bandar Lampung,10,2020-12-23,Aktif,Pelanggan Tetap
SME-2024-00229,CV Permata Bahagia,Teknologi Informasi,Menengah,2020,Malang,41,2024-08-19,Aktif,Pelanggan Tetap
SME-2024-00230,PT Karya Konektifitas Abadi,Perdagangan Eceran,Menengah,2017,Malang,61,2023-12-26,Aktif,Pelanggan Tetap
SME-2024-00231,PT Abadi Sejahtera Abadi,Teknologi Informasi,Menengah,2017,Denpasar,79,2023-07-26,Aktif,Pelanggan Tetap
SME-2024-00232,Toko Mandiri Bahagia Jaya,Properti & Real Estate,Kecil,2016,Bandung,9,2024-05-10,Aktif,Pelanggan Tetap
SME-2024-00233,Toko Citra Solusi Sentosa,Pendidikan & Training,Mikro,2014,Malang,3,2020-06-03,Aktif,Pelanggan Tetap
SME-2024-00234,CV Mega Optima Lestari,Konstruksi,Kecil,2018,Denpasar,13,2021-07-09,Aktif,Pelanggan Tetap
SME-2024-00235,PT Bukit Makmur Abadi,Pendidikan & Training,Besar,2015,Palembang,266,2023-04-11,Aktif,Pelanggan Tetap
SME-2024-00236,UD Garuda Sejahtera Abadi,Konstruksi,Kecil,2015,Palembang,20,2023-07-03,Aktif,Pelanggan Tetap
SME-2024-00237,UD Citra Sejahtera Mandiri,Jasa Keuangan,Mikro,2018,Bandar Lampung,1,2023-03-31,Aktif,Pelanggan Tetap
SME-2024-00238,Kios Permata Solusi Pratama,Properti & Real Estate,Mikro,2011,Palembang,5,2022-05-27,Aktif,Pelanggan Tetap
SME-2024-00239,Toko Nusantara Network Mandiri,Kesehatan,Mikro,2015,Bandar Lampung,5,2019-12-29,Aktif,Pelanggan Tetap
SME-2024-00240,UD Bintang Teknologi Sentosa,Perdagangan Eceran,Kecil,2010,Medan,6,2020-01-07,Aktif,Pelanggan Tetap
SME-2024-00241,UD Bintang Sejahtera Lestari,Jasa Keuangan,Kecil,2022,Bandar Lampung,19,2020-11-28,Aktif,Pelanggan Tetap
SME-2024-00242,CV Sumber Mulia Jaya,Transportasi & Logistik,Menengah,2021,Denpasar,22,2020-06-10,Aktif,Pelanggan Tetap
SME-2024-00243,PT Nusantara Pratama Pratama,Transportasi & Logistik,Menengah,2017,Malang,84,2021-07-15,Aktif,Pelanggan Tetap
SME-2024-00244,CV Bukit Sakti,Kesehatan,Menengah,2010,Semarang,35,2022-03-31,Aktif,Pelanggan Tetap
SME-2024-00245,CV Mega Sejahtera Jaya,Jasa Keuangan,Kecil,2016,Bandung,17,2024-09-15,Aktif,Pelanggan Tetap
SME-2024-00246,Toko Karya Persada Mandiri,Kesehatan,Kecil,2012,Bandung,18,2021-09-21,Aktif,Pelanggan Tetap
SME-2024-00247,Toko Jaya Makmur Sentosa,Jasa Keuangan,Kecil,2020,Bandung,10,2024-08-17,Aktif,Pelanggan Tetap
SME-2024-00248,Toko Tirta Bahagia Sentosa,Jasa Keuangan,Kecil,2011,Denpasar,7,2021-01-15,Aktif,Pelanggan Tetap
SME-2024-00249,Toko Sumber Indah Pratama,Manufaktur,Kecil,2023,Medan,19,2024-10-26,Aktif,Pelanggan Tetap
SME-2024-00250,UD Berkah Network Sentosa,Media & Kreatif,Kecil,2013,Makassar,14,2020-02-11,Aktif,Pelanggan Tetap
SME-2024-00251,CV Citra Sejahtera,Properti & Real Estate,Menengah,2023,Tangerang,99,2022-09-27,Aktif,Pelanggan Tetap
SME-2024-00252,PT Karya Lestari Jaya,Jasa Keuangan,Menengah,2022,Surabaya,27,2021-11-23,Aktif,Pelanggan Tetap
SME-2024-00253,Toko Mandiri Optima Pratama,Jasa Keuangan,Kecil,2021,Batam,20,2020-01-10,Aktif,Pelanggan Tetap
SME-2024-00254,CV Jaya Cemerlang Sentosa,Jasa Keuangan,Kecil,2011,Bandung,11,2022-01-19,Aktif,Pelanggan Tetap
SME-2024-00255,Warung Mitra Bahagia Jaya,Pendidikan & Training,Mikro,2011,Yogyakarta,3,2023-12-22,Aktif,Pelanggan Tetap
SME-2024-00256,PT Garuda Utama Mandiri,Kuliner & F&B,Menengah,2014,Batam,47,2021-04-25,Aktif,Pelanggan Tetap
SME-2024-00257,Kios Sumber Persada Pratama,Pendidikan & Training,Mikro,2013,Palembang,1,2020-07-13,Aktif,Pelanggan Tetap
SME-2024-00258,UD Sriwijaya Sejahtera Pratama,Pertanian & Agribisnis,Mikro,2015,Semarang,2,2021-08-01,Aktif,Pelanggan Tetap
SME-2024-00259,Warung Sentosa Digital,Jasa Keuangan,Mikro,2014,Tangerang,5,2023-05-20,Aktif,Pelanggan Tetap
SME-2024-00260,UD Jaya Konektifitas Lestari,Media & Kreatif,Mikro,2019,Makassar,2,2020-12-04,Aktif,Pelanggan Tetap
SME-2024-00261,UD Bukit Optima Lestari,Kesehatan,Mikro,2014,Jakarta,5,2024-02-04,Aktif,Pelanggan Tetap
SME-2024-00262,PT Berkah Solusi Pratama,Jasa Keuangan,Besar,2020,Jakarta,407,2023-02-04,Aktif,Pelanggan Tetap
SME-2024-00263,Toko Mandiri Teknologi Pratama,Kesehatan,Mikro,2021,Denpasar,3,2023-05-24,Aktif,Pelanggan Tetap
SME-2024-00264,UD Bumi Bahagia Lestari,Jasa Keuangan,Kecil,2010,Tangerang,20,2024-09-24,Aktif,Pelanggan Tetap
SME-2024-00265,PT Mitra Data Lestari,Properti & Real Estate,Menengah,2010,Batam,77,2022-03-10,Aktif,Pelanggan Tetap
SME-2024-00266,Kios Surya Teknologi Mandiri,Kuliner & F&B,Mikro,2015,Yogyakarta,1,2024-06-21,Aktif,Pelanggan Tetap
SME-2024-00267,CV Garuda Pratama Pratama,Pertanian & Agribisnis,Kecil,2010,Palembang,9,2024-10-12,Aktif,Pelanggan Tetap
SME-2024-00268,Warung Surya Persada Lestari,Kuliner & F&B,Mikro,2012,Batam,3,2023-11-26,Aktif,Pelanggan Tetap
SME-2024-00269,UD Nusantara Digital Pratama,Kesehatan,Mikro,2020,Semarang,3,2023-10-29,Aktif,Pelanggan Tetap
SME-2024-00270,Toko Abadi Pratama Sentosa,Pertanian & Agribisnis,Kecil,2015,Surabaya,12,2021-04-02,Aktif,Pelanggan Tetap
SME-2024-00271,UD Nusantara Sakti Jaya,Perdagangan Eceran,Mikro,2018,Malang,2,2022-05-21,Aktif,Pelanggan Tetap
SME-2024-00272,Toko Karya Utama Jaya,Jasa Keuangan,Mikro,2019,Semarang,2,2024-09-10,Aktif,Pelanggan Tetap
SME-2024-00273,Warung Nusantara Teknologi Sentosa,Jasa Keuangan,Mikro,2022,Malang,4,2020-04-26,Aktif,Pelanggan Tetap
SME-2024-00274,Kios Bukit Utama Jaya,Manufaktur,Mikro,2017,Jakarta,4,2019-12-14,Aktif,Pelanggan Tetap
SME-2024-00275,UD Sriwijaya Mulia Mandiri,Media & Kreatif,Kecil,2023,Medan,12,2024-09-16,Aktif,Pelanggan Tetap
SME-2024-00276,PT Sentosa Solusi Pratama,Manufaktur,Besar,2018,Palembang,117,2022-06-09,Aktif,Pelanggan Tetap
SME-2024-00277,UD Nusantara Digital,Kesehatan,Kecil,2016,Bandar Lampung,20,2024-05-16,Aktif,Pelanggan Tetap
SME-2024-00278,Warung Permata Network Abadi,Perdagangan Eceran,Mikro,2022,Medan,4,2024-06-08,Aktif,Pelanggan Tetap
SME-2024-00279,CV Bintang Optima Sentosa,Pendidikan & Training,Menengah,2020,Palembang,80,2023-11-13,Aktif,Pelanggan Tetap
SME-2024-00280,Toko Sentosa Mulia,Pendidikan & Training,Kecil,2018,Medan,9,2021-11-12,Aktif,Pelanggan Tetap
SME-2024-00281,Kios Nusantara Persada Pratama,Manufaktur,Mikro,2014,Denpasar,1,2023-08-11,Aktif,Pelanggan Tetap
SME-2024-00282,Toko Surya Bahagia Lestari,Pendidikan & Training,Mikro,2023,Denpasar,3,2024-05-21,Aktif,Pelanggan Tetap
SME-2024-00283,UD Sriwijaya Sejahtera Sentosa,Properti & Real Estate,Mikro,2019,Tangerang,2,2023-05-16,Aktif,Pelanggan Tetap
SME-2024-00284,Toko Sriwijaya Cemerlang Mandiri,Teknologi Informasi,Mikro,2016,Batam,3,2022-01-09,Aktif,Pelanggan Tetap
SME-2024-00285,PT Mandiri Andalan Abadi,Jasa Keuangan,Besar,2017,Tangerang,326,2022-03-30,Aktif,Pelanggan Tetap
SME-2024-00286,Toko Nusantara Indah Lestari,Perdagangan Eceran,Mikro,2019,Yogyakarta,4,2024-11-30,Aktif,Pelanggan Tetap
SME-2024-00287,Warung Sentosa Sejahtera Lestari,Jasa Keuangan,Mikro,2023,Jakarta,5,2020-10-21,Aktif,Pelanggan Tetap
SME-2024-00288,UD Mitra Network Mandiri,Transportasi & Logistik,Kecil,2021,Semarang,7,2024-11-08,Aktif,Pelanggan Tetap
SME-2024-00289,CV Bintang Lestari Lestari,Pendidikan & Training,Kecil,2013,Medan,7,2020-04-15,Aktif,Pelanggan Tetap
SME-2024-00290,CV Citra Network,Jasa Keuangan,Kecil,2013,Palembang,15,2021-11-27,Aktif,Pelanggan Tetap
SME-2024-00291,CV Permata Persada Jaya,Konstruksi,Menengah,2015,Batam,39,2021-07-03,Aktif,Pelanggan Tetap
SME-2024-00292,PT Mega Cemerlang,Konstruksi,Menengah,2018,Medan,35,2023-05-16,Aktif,Pelanggan Tetap
SME-2024-00293,Toko Bukit Makmur Lestari,Jasa Keuangan,Mikro,2020,Tangerang,5,2020-07-03,Aktif,Pelanggan Tetap
SME-2024-00294,Toko Garuda Bahagia Mandiri,Konstruksi,Kecil,2023,Tangerang,7,2022-06-30,Aktif,Pelanggan Tetap
SME-2024-00295,CV Bumi Pratama Pratama,Kesehatan,Kecil,2015,Semarang,8,2020-07-26,Aktif,Pelanggan Tetap
SME-2024-00296,Warung Citra Sejahtera Sentosa,Transportasi & Logistik,Mikro,2018,Bandung,4,2021-09-19,Aktif,Pelanggan Tetap
SME-2024-00297,Kios Mandiri Mulia Abadi,Properti & Real Estate,Mikro,2023,Semarang,4,2021-04-12,Aktif,Pelanggan Tetap
SME-2024-00298,Toko Bumi Data Sentosa,Transportasi & Logistik,Mikro,2019,Malang,5,2020-03-21,Aktif,Pelanggan Tetap
SME-2024-00299,Kios Surya Andalan Abadi,Properti & Real Estate,Mikro,2019,Tangerang,1,2022-08-16,Aktif,Pelanggan Tetap
SME-2024-00300,Warung Sentosa Lestari,Media & Kreatif,Mikro,2011,Jakarta,3,2023-03-07,Aktif,Pelanggan Tetap
SME-2024-00301,PT Bumi Mulia Sentosa,Transportasi & Logistik,Besar,2018,Yogyakarta,413,2024-07-26,Aktif,Pelanggan Tetap
SME-2024-00302,PT Abadi Solusi Mandiri,Kesehatan,Besar,2012,Surabaya,483,2022-09-07,Aktif,Pelanggan Tetap
SME-2024-00303,PT Bukit Sejahtera,Properti & Real Estate,Besar,2019,Jakarta,426,2022-03-27,Aktif,Pelanggan Tetap
SME-2024-00304,CV Mitra Cemerlang Jaya,Teknologi Informasi,Kecil,2016,Jakarta,5,2020-07-30,Aktif,Pelanggan Tetap
SME-2024-00305,UD Citra Bahagia Lestari,Perdagangan Eceran,Kecil,2014,Medan,10,2020-10-22,Aktif,Pelanggan Tetap
SME-2024-00306,CV Sumber Data Mandiri,Media & Kreatif,Menengah,2022,Denpasar,95,2020-05-10,Aktif,Pelanggan Tetap
SME-2024-00307,Kios Bumi Makmur Mandiri,Kuliner & F&B,Mikro,2010,Medan,5,2022-05-23,Aktif,Pelanggan Tetap
SME-2024-00308,Toko Duta Sakti Lestari,Jasa Keuangan,Mikro,2015,Semarang,4,2023-04-20,Aktif,Pelanggan Tetap
SME-2024-00309,Toko Tirta Teknologi Jaya,Properti & Real Estate,Mikro,2017,Bandar Lampung,3,2021-07-09,Aktif,Pelanggan Tetap
SME-2024-00310,CV Berkah Lestari,Teknologi Informasi,Menengah,2013,Denpasar,69,2020-01-19,Aktif,Pelanggan Tetap
SME-2024-00311,Warung Bintang Bahagia Pratama,Kesehatan,Mikro,2021,Surabaya,4,2021-05-27,Aktif,Pelanggan Tetap
SME-2024-00312,UD Duta Konektifitas Sentosa,Kuliner & F&B,Mikro,2017,Palembang,2,2021-08-22,Aktif,Pelanggan Tetap
SME-2024-00313,UD Sentosa Data Mandiri,Perdagangan Eceran,Kecil,2022,Malang,15,2024-04-23,Aktif,Pelanggan Tetap
SME-2024-00314,UD Citra Sakti Lestari,Kuliner & F&B,Mikro,2021,Medan,3,2023-02-19,Aktif,Pelanggan Tetap
SME-2024-00315,Warung Karya Mulia Mandiri,Perdagangan Eceran,Mikro,2023,Medan,1,2022-03-04,Aktif,Pelanggan Tetap
SME-2024-00316,CV Permata Teknologi Pratama,Transportasi & Logistik,Kecil,2021,Yogyakarta,14,2021-12-08,Aktif,Pelanggan Tetap
SME-2024-00317,CV Berkah Persada Pratama,Transportasi & Logistik,Kecil,2018,Makassar,14,2022-06-22,Aktif,Pelanggan Tetap
SME-2024-00318,UD Karya Andalan Sentosa,Kesehatan,Mikro,2011,Surabaya,3,2023-04-02,Aktif,Pelanggan Tetap
SME-2024-00319,CV Duta Mulia Pratama,Properti & Real Estate,Menengah,2018,Makassar,22,2023-01-13,Aktif,Pelanggan Tetap
SME-2024-00320,CV Citra Makmur Pratama,Manufaktur,Menengah,2011,Yogyakarta,70,2024-11-27,Aktif,Pelanggan Tetap
SME-2024-00321,CV Sumber Solusi Lestari,Manufaktur,Kecil,2021,Makassar,18,2020-06-07,Aktif,Pelanggan Tetap
SME-2024-00322,PT Sriwijaya Data Abadi,Pendidikan & Training,Besar,2011,Jakarta,347,2023-09-12,Aktif,Pelanggan Tetap
SME-2024-00323,UD Sriwijaya Persada,Transportasi & Logistik,Mikro,2016,Medan,3,2023-04-08,Aktif,Pelanggan Tetap
SME-2024-00324,Toko Berkah Digital Pratama,Properti & Real Estate,Kecil,2023,Medan,5,2023-10-05,Aktif,Pelanggan Tetap
SME-2024-00325,PT Duta Network Mandiri,Pendidikan & Training,Menengah,2010,Malang,42,2023-04-02,Aktif,Pelanggan Tetap
SME-2024-00326,Toko Jaya Digital Pratama,Media & Kreatif,Mikro,2014,Bandar Lampung,3,2022-09-20,Aktif,Pelanggan Tetap
SME-2024-00327,CV Nusantara Digital Abadi,Konstruksi,Kecil,2015,Semarang,10,2020-03-23,Aktif,Pelanggan Tetap
SME-2024-00328,PT Bumi Sinergi Jaya,Pendidikan & Training,Menengah,2021,Surabaya,64,2022-05-03,Aktif,Pelanggan Tetap
SME-2024-00329,PT Garuda Konektifitas Pratama,Properti & Real Estate,Besar,2023,Makassar,416,2021-11-20,Aktif,Pelanggan Tetap
SME-2024-00330,Kios Citra Andalan Jaya,Teknologi Informasi,Mikro,2023,Batam,5,2021-08-29,Aktif,Pelanggan Tetap
SME-2024-00331,Kios Mandiri Sakti Abadi,Konstruksi,Mikro,2018,Batam,1,2020-06-21,Aktif,Pelanggan Tetap
SME-2024-00332,PT Tirta Data Sentosa,Transportasi & Logistik,Besar,2021,Tangerang,366,2022-02-13,Aktif,Pelanggan Tetap
SME-2024-00333,PT Abadi Data Pratama,Media & Kreatif,Besar,2014,Yogyakarta,300,2020-05-05,Aktif,Pelanggan Tetap
SME-2024-00334,PT Mitra Persada Lestari,Jasa Keuangan,Menengah,2016,Surabaya,59,2021-01-13,Aktif,Pelanggan Tetap
SME-2024-00335,Warung Sriwijaya Sakti Lestari,Pertanian & Agribisnis,Mikro,2012,Batam,4,2020-09-16,Aktif,Pelanggan Tetap
SME-2024-00336,PT Sentosa Sejahtera Sentosa,Pendidikan & Training,Menengah,2021,Semarang,85,2023-06-08,Aktif,Pelanggan Tetap
SME-2024-00337,UD Citra Sakti,Konstruksi,Mikro,2015,Palembang,1,2021-07-01,Aktif,Pelanggan Tetap
SME-2024-00338,Toko Nusantara Sinergi Pratama,Pertanian & Agribisnis,Mikro,2019,Medan,1,2020-12-26,Aktif,Pelanggan Tetap
SME-2024-00339,Kios Mega Makmur Lestari,Teknologi Informasi,Mikro,2013,Surabaya,1,2019-12-17,Aktif,Pelanggan Tetap
SME-2024-00340,UD Tirta Sakti Mandiri,Perdagangan Eceran,Kecil,2013,Jakarta,5,2022-07-30,Aktif,Pelanggan Tetap
SME-2024-00341,UD Bumi Cemerlang Sentosa,Kesehatan,Mikro,2023,Yogyakarta,1,2024-05-19,Aktif,Pelanggan Tetap
SME-2024-00342,PT Garuda Indah,Teknologi Informasi,Menengah,2018,Batam,32,2020-09-15,Aktif,Pelanggan Tetap
SME-2024-00343,CV Mega Optima Jaya,Pendidikan & Training,Kecil,2017,Makassar,7,2020-07-08,Aktif,Pelanggan Tetap
SME-2024-00344,CV Permata Mulia Lestari,Kuliner & F&B,Kecil,2010,Tangerang,14,2021-05-23,Aktif,Pelanggan Tetap
SME-2024-00345,PT Nusantara Digital,Manufaktur,Besar,2023,Yogyakarta,314,2022-04-08,Aktif,Pelanggan Tetap
SME-2024-00346,Toko Mitra Sejahtera Sentosa,Jasa Keuangan,Mikro,2010,Bandung,4,2023-04-09,Aktif,Pelanggan Tetap
SME-2024-00347,CV Citra Mulia Abadi,Pendidikan & Training,Kecil,2012,Malang,13,2023-03-24,Aktif,Pelanggan Tetap
SME-2024-00348,CV Garuda Cemerlang Lestari,Properti & Real Estate,Menengah,2019,Denpasar,70,2022-07-12,Aktif,Pelanggan Tetap
SME-2024-00349,CV Berkah Andalan Sentosa,Properti & Real Estate,Menengah,2020,Palembang,21,2023-04-19,Aktif,Pelanggan Tetap
SME-2024-00350,UD Tirta Utama Sentosa,Pendidikan & Training,Kecil,2021,Bandar Lampung,15,2023-11-15,Aktif,Pelanggan Tetap
SME-2024-00351,CV Tirta Lestari Pratama,Manufaktur,Kecil,2014,Yogyakarta,15,2021-01-06,Aktif,Pelanggan Tetap
SME-2024-00352,Toko Karya Lestari Abadi,Pendidikan & Training,Kecil,2023,Tangerang,16,2021-09-13,Aktif,Pelanggan Tetap
SME-2024-00353,CV Bintang Konektifitas Jaya,Pendidikan & Training,Menengah,2016,Surabaya,94,2024-01-13,Aktif,Pelanggan Tetap
SME-2024-00354,CV Mandiri Persada,Manufaktur,Kecil,2011,Makassar,16,2023-10-25,Aktif,Pelanggan Tetap
SME-2024-00355,CV Citra Konektifitas Pratama,Jasa Keuangan,Kecil,2012,Yogyakarta,14,2020-05-20,Aktif,Pelanggan Tetap
SME-2024-00356,Toko Duta Cemerlang Jaya,Pertanian & Agribisnis,Kecil,2010,Surabaya,20,2020-01-04,Aktif,Pelanggan Tetap
SME-2024-00357,UD Citra Sejahtera Jaya,Media & Kreatif,Kecil,2022,Semarang,9,2021-01-10,Aktif,Pelanggan Tetap
SME-2024-00358,Warung Surya Optima Pratama,Kuliner & F&B,Mikro,2019,Makassar,3,2021-10-16,Aktif,Pelanggan Tetap
SME-2024-00359,UD Jaya Konektifitas Lestari,Manufaktur,Kecil,2023,Surabaya,14,2023-09-10,Aktif,Pelanggan Tetap
SME-2024-00360,UD Berkah Lestari Pratama,Manufaktur,Mikro,2011,Malang,1,2024-06-20,Aktif,Pelanggan Tetap
SME-2024-00361,UD Permata Data Sentosa,Konstruksi,Mikro,2013,Semarang,5,2022-01-10,Aktif,Pelanggan Tetap
SME-2024-00362,UD Garuda Makmur Abadi,Media & Kreatif,Kecil,2011,Tangerang,17,2021-01-28,Aktif,Pelanggan Tetap
SME-2024-00363,Toko Bintang Mulia Mandiri,Teknologi Informasi,Mikro,2016,Yogyakarta,3,2022-09-24,Aktif,Pelanggan Tetap
SME-2024-00364,Warung Permata Konektifitas Abadi,Kuliner & F&B,Mikro,2020,Tangerang,3,2022-04-17,Aktif,Pelanggan Tetap
SME-2024-00365,CV Nusantara Sinergi Lestari,Pendidikan & Training,Menengah,2016,Malang,47,2023-08-06,Aktif,Pelanggan Tetap
SME-2024-00366,CV Garuda Teknologi Mandiri,Kesehatan,Menengah,2015,Semarang,66,2020-05-04,Aktif,Pelanggan Tetap
SME-2024-00367,PT Sentosa Pratama Jaya,Kesehatan,Menengah,2017,Medan,60,2022-02-28,Aktif,Pelanggan Tetap
SME-2024-00368,PT Garuda Sinergi Abadi,Pertanian & Agribisnis,Menengah,2021,Medan,71,2020-03-02,Aktif,Pelanggan Tetap
SME-2024-00369,CV Jaya Cemerlang Jaya,Transportasi & Logistik,Menengah,2023,Denpasar,42,2021-08-16,Aktif,Pelanggan Tetap
SME-2024-00370,Toko Bukit Solusi Mandiri,Konstruksi,Kecil,2014,Batam,15,2022-05-09,Aktif,Pelanggan Tetap
SME-2024-00371,Toko Permata Makmur,Pendidikan & Training,Kecil,2018,Semarang,17,2024-09-13,Aktif,Pelanggan Tetap
SME-2024-00372,Toko Jaya Makmur Mandiri,Teknologi Informasi,Kecil,2014,Jakarta,19,2022-03-07,Aktif,Pelanggan Tetap
SME-2024-00373,UD Surya Makmur Sentosa,Transportasi & Logistik,Kecil,2019,Bandung,20,2019-12-31,Aktif,Pelanggan Tetap
SME-2024-00374,UD Berkah Konektifitas Mandiri,Pertanian & Agribisnis,Mikro,2012,Bandung,2,2021-03-15,Aktif,Pelanggan Tetap
SME-2024-00375,PT Citra Sejahtera Jaya,Transportasi & Logistik,Menengah,2014,Palembang,34,2025-01-06,Aktif,Pelanggan Tetap
SME-2024-00376,UD Karya Persada Pratama,Kuliner & F&B,Mikro,2012,Bandar Lampung,1,2024-06-27,Aktif,Pelanggan Tetap
SME-2024-00377,Toko Berkah Sakti Mandiri,Jasa Keuangan,Kecil,2023,Medan,17,2024-07-03,Aktif,Pelanggan Tetap
SME-2024-00378,PT Garuda Lestari Abadi,Media & Kreatif,Menengah,2017,Tangerang,53,2020-06-01,Aktif,Pelanggan Tetap
SME-2024-00379,CV Mitra Optima,Perdagangan Eceran,Menengah,2021,Malang,58,2021-06-03,Aktif,Pelanggan Tetap
SME-2024-00380,UD Sentosa Indah Jaya,Transportasi & Logistik,Kecil,2010,Bandar Lampung,18,2021-07-30,Aktif,Pelanggan Tetap
SME-2024-00381,PT Garuda Solusi,Kesehatan,Besar,2016,Surabaya,173,2023-07-13,Aktif,Pelanggan Tetap
SME-2024-00382,UD Mega Network Pratama,Kuliner & F&B,Kecil,2023,Medan,9,2022-04-01,Aktif,Pelanggan Tetap
SME-2024-00383,PT Nusantara Network Pratama,Perdagangan Eceran,Menengah,2016,Semarang,94,2021-06-03,Aktif,Pelanggan Tetap
SME-2024-00384,Warung Tirta Network Sentosa,Teknologi Informasi,Mikro,2015,Batam,2,2024-06-12,Aktif,Pelanggan Tetap
SME-2024-00385,CV Surya Persada Mandiri,Perdagangan Eceran,Kecil,2012,Yogyakarta,15,2024-08-23,Aktif,Pelanggan Tetap
