enrich_id,customer_id,scraped_date,web_context_summary,industry_growth_sentiment,competitor_mention_count,recent_news_flag,digital_presence_score,business_health_indicator,enrichment_tier
ENR-00162-001,SME-2024-00162,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,63,Stable,Tier-2 Sector-Regional Proxy
ENR-00163-001,SME-2024-00163,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,56,Stable,Tier-2 Sector-Regional Proxy
ENR-00164-001,SME-2024-00164,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Negatif,1,False,29,Stable,Tier-2 Sector-Regional Proxy
ENR-00165-001,SME-2024-00165,2026-06-15,Perusahaan Kuliner & F&B menunjukkan tren stable berdasarkan aktivitas digital,Positif,3,True,63,Stable,Tier-1 Entity Lookup
ENR-00166-001,SME-2024-00166,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,34,Stable,Tier-2 Sector-Regional Proxy
ENR-00167-001,SME-2024-00167,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Positif,3,True,27,Stable,Tier-2 Sector-Regional Proxy
ENR-00168-001,SME-2024-00168,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,3,False,67,Stable,Tier-1 Entity Lookup
ENR-00169-001,SME-2024-00169,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,False,58,Growing,Tier-2 Sector-Regional Proxy
ENR-00170-001,SME-2024-00170,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,False,66,Growing,Tier-2 Sector-Regional Proxy
ENR-00171-001,SME-2024-00171,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,3,False,95,Growing,Tier-1 Entity Lookup
ENR-00172-001,SME-2024-00172,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,2,False,53,Growing,Tier-2 Sector-Regional Proxy
ENR-00173-001,SME-2024-00173,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,58,Stable,Tier-2 Sector-Regional Proxy
ENR-00174-001,SME-2024-00174,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,70,Stable,Tier-2 Sector-Regional Proxy
ENR-00175-001,SME-2024-00175,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,True,66,Stable,Tier-2 Sector-Regional Proxy
ENR-00176-001,SME-2024-00176,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,3,False,70,Stable,Tier-1 Entity Lookup
ENR-00177-001,SME-2024-00177,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00178-001,SME-2024-00178,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,0,False,54,Declining,Tier-2 Sector-Regional Proxy
ENR-00179-001,SME-2024-00179,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,2,True,56,Growing,Tier-1 Entity Lookup
ENR-00180-001,SME-2024-00180,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,3,False,60,Growing,Tier-1 Entity Lookup
ENR-00181-001,SME-2024-00181,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,False,78,Growing,Tier-1 Entity Lookup
ENR-00182-001,SME-2024-00182,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,69,Stable,Tier-2 Sector-Regional Proxy
ENR-00183-001,SME-2024-00183,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,70,Stable,Tier-2 Sector-Regional Proxy
ENR-00184-001,SME-2024-00184,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,True,26,Declining,Tier-2 Sector-Regional Proxy
ENR-00185-001,SME-2024-00185,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,True,38,Stable,Tier-2 Sector-Regional Proxy
ENR-00186-001,SME-2024-00186,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,64,Stable,Tier-2 Sector-Regional Proxy
ENR-00187-001,SME-2024-00187,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,False,65,Growing,Tier-2 Sector-Regional Proxy
ENR-00188-001,SME-2024-00188,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,False,62,Growing,Tier-2 Sector-Regional Proxy
ENR-00189-001,SME-2024-00189,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,33,Stable,Tier-2 Sector-Regional Proxy
ENR-00190-001,SME-2024-00190,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,0,True,64,Growing,Tier-1 Entity Lookup
ENR-00191-001,SME-2024-00191,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,False,66,Stable,Tier-2 Sector-Regional Proxy
ENR-00192-001,SME-2024-00192,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,0,False,60,Growing,Tier-1 Entity Lookup
ENR-00193-001,SME-2024-00193,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,45,Stable,Tier-2 Sector-Regional Proxy
ENR-00194-001,SME-2024-00194,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,False,58,Growing,Tier-2 Sector-Regional Proxy
ENR-00195-001,SME-2024-00195,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,False,65,Declining,Tier-2 Sector-Regional Proxy
ENR-00196-001,SME-2024-00196,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,1,True,33,Growing,Tier-2 Sector-Regional Proxy
ENR-00197-001,SME-2024-00197,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,2,False,56,Growing,Tier-1 Entity Lookup
ENR-00198-001,SME-2024-00198,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,True,55,Growing,Tier-2 Sector-Regional Proxy
ENR-00199-001,SME-2024-00199,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,2,True,49,Declining,Tier-2 Sector-Regional Proxy
ENR-00200-001,SME-2024-00200,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,53,Stable,Tier-2 Sector-Regional Proxy
ENR-00201-001,SME-2024-00201,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,3,False,65,Stable,Tier-2 Sector-Regional Proxy
ENR-00202-001,SME-2024-00202,2026-06-15,Perusahaan Perdagangan Eceran menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,52,Stable,Tier-2 Sector-Regional Proxy
ENR-00203-001,SME-2024-00203,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,2,False,53,Growing,Tier-2 Sector-Regional Proxy
ENR-00204-001,SME-2024-00204,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,True,85,Stable,Tier-2 Sector-Regional Proxy
ENR-00205-001,SME-2024-00205,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,True,81,Stable,Tier-1 Entity Lookup
ENR-00206-001,SME-2024-00206,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,True,48,Declining,Tier-2 Sector-Regional Proxy
ENR-00207-001,SME-2024-00207,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,3,False,77,Stable,Tier-1 Entity Lookup
ENR-00208-001,SME-2024-00208,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,1,True,62,Growing,Tier-2 Sector-Regional Proxy
ENR-00209-001,SME-2024-00209,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00210-001,SME-2024-00210,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,1,False,38,Stable,Tier-2 Sector-Regional Proxy
ENR-00211-001,SME-2024-00211,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,75,Stable,Tier-2 Sector-Regional Proxy
ENR-00212-001,SME-2024-00212,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,48,Stable,Tier-2 Sector-Regional Proxy
ENR-00213-001,SME-2024-00213,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,57,Stable,Tier-2 Sector-Regional Proxy
ENR-00214-001,SME-2024-00214,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,2,False,47,Growing,Tier-2 Sector-Regional Proxy
ENR-00215-001,SME-2024-00215,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,3,False,65,Stable,Tier-1 Entity Lookup
ENR-00216-001,SME-2024-00216,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,2,True,83,Growing,Tier-2 Sector-Regional Proxy
ENR-00217-001,SME-2024-00217,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,1,False,57,Growing,Tier-1 Entity Lookup
ENR-00218-001,SME-2024-00218,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,True,68,Growing,Tier-2 Sector-Regional Proxy
ENR-00219-001,SME-2024-00219,2026-06-15,Perusahaan Perdagangan Eceran menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,79,Stable,Tier-2 Sector-Regional Proxy
ENR-00220-001,SME-2024-00220,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,0,False,37,Declining,Tier-2 Sector-Regional Proxy
ENR-00221-001,SME-2024-00221,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,62,Stable,Tier-2 Sector-Regional Proxy
ENR-00222-001,SME-2024-00222,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,40,Growing,Tier-2 Sector-Regional Proxy
ENR-00223-001,SME-2024-00223,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,False,47,Growing,Tier-2 Sector-Regional Proxy
ENR-00224-001,SME-2024-00224,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,5,False,79,Stable,Tier-1 Entity Lookup
ENR-00225-001,SME-2024-00225,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,34,Stable,Tier-2 Sector-Regional Proxy
ENR-00226-001,SME-2024-00226,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,1,False,21,Declining,Tier-2 Sector-Regional Proxy
ENR-00227-001,SME-2024-00227,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Negatif,1,False,62,Declining,Tier-2 Sector-Regional Proxy
ENR-00228-001,SME-2024-00228,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,47,Stable,Tier-2 Sector-Regional Proxy
ENR-00229-001,SME-2024-00229,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,4,True,70,Declining,Tier-1 Entity Lookup
ENR-00230-001,SME-2024-00230,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,69,Stable,Tier-1 Entity Lookup
ENR-00231-001,SME-2024-00231,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,3,False,47,Growing,Tier-1 Entity Lookup
ENR-00232-001,SME-2024-00232,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,79,Stable,Tier-2 Sector-Regional Proxy
ENR-00233-001,SME-2024-00233,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,76,Growing,Tier-2 Sector-Regional Proxy
ENR-00234-001,SME-2024-00234,2026-06-15,Perusahaan Konstruksi menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,77,Stable,Tier-2 Sector-Regional Proxy
ENR-00235-001,SME-2024-00235,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,False,56,Stable,Tier-1 Entity Lookup
ENR-00236-001,SME-2024-00236,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,39,Stable,Tier-2 Sector-Regional Proxy
ENR-00237-001,SME-2024-00237,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,True,56,Stable,Tier-2 Sector-Regional Proxy
ENR-00238-001,SME-2024-00238,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,0,True,65,Declining,Tier-2 Sector-Regional Proxy
ENR-00239-001,SME-2024-00239,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Negatif,1,True,66,Stable,Tier-2 Sector-Regional Proxy
ENR-00240-001,SME-2024-00240,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00241-001,SME-2024-00241,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,42,Stable,Tier-2 Sector-Regional Proxy
ENR-00242-001,SME-2024-00242,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,3,False,55,Growing,Tier-1 Entity Lookup
ENR-00243-001,SME-2024-00243,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,3,False,45,Growing,Tier-1 Entity Lookup
ENR-00244-001,SME-2024-00244,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,True,77,Stable,Tier-1 Entity Lookup
ENR-00245-001,SME-2024-00245,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,True,48,Growing,Tier-2 Sector-Regional Proxy
ENR-00246-001,SME-2024-00246,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,False,24,Declining,Tier-2 Sector-Regional Proxy
ENR-00247-001,SME-2024-00247,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,2,True,46,Growing,Tier-2 Sector-Regional Proxy
ENR-00248-001,SME-2024-00248,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,72,Stable,Tier-2 Sector-Regional Proxy
ENR-00249-001,SME-2024-00249,2026-06-15,Perusahaan Manufaktur menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,57,Stable,Tier-2 Sector-Regional Proxy
ENR-00250-001,SME-2024-00250,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,28,Stable,Tier-2 Sector-Regional Proxy
ENR-00251-001,SME-2024-00251,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,68,Stable,Tier-1 Entity Lookup
ENR-00252-001,SME-2024-00252,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,71,Stable,Tier-1 Entity Lookup
ENR-00253-001,SME-2024-00253,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,True,53,Growing,Tier-2 Sector-Regional Proxy
ENR-00254-001,SME-2024-00254,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,2,False,68,Growing,Tier-2 Sector-Regional Proxy
ENR-00255-001,SME-2024-00255,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,36,Stable,Tier-2 Sector-Regional Proxy
ENR-00256-001,SME-2024-00256,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,5,False,62,Declining,Tier-1 Entity Lookup
ENR-00257-001,SME-2024-00257,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,59,Stable,Tier-2 Sector-Regional Proxy
ENR-00258-001,SME-2024-00258,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,53,Stable,Tier-2 Sector-Regional Proxy
ENR-00259-001,SME-2024-00259,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,True,33,Declining,Tier-2 Sector-Regional Proxy
ENR-00260-001,SME-2024-00260,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,31,Stable,Tier-2 Sector-Regional Proxy
ENR-00261-001,SME-2024-00261,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,True,38,Stable,Tier-2 Sector-Regional Proxy
ENR-00262-001,SME-2024-00262,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,28,Stable,Tier-1 Entity Lookup
ENR-00263-001,SME-2024-00263,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,False,67,Stable,Tier-2 Sector-Regional Proxy
ENR-00264-001,SME-2024-00264,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,True,20,Declining,Tier-2 Sector-Regional Proxy
ENR-00265-001,SME-2024-00265,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,84,Stable,Tier-1 Entity Lookup
ENR-00266-001,SME-2024-00266,2026-06-15,Perusahaan Kuliner & F&B menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,True,75,Stable,Tier-2 Sector-Regional Proxy
ENR-00267-001,SME-2024-00267,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,70,Stable,Tier-2 Sector-Regional Proxy
ENR-00268-001,SME-2024-00268,2026-06-15,Perusahaan Kuliner & F&B menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,True,42,Stable,Tier-2 Sector-Regional Proxy
ENR-00269-001,SME-2024-00269,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,False,35,Growing,Tier-2 Sector-Regional Proxy
ENR-00270-001,SME-2024-00270,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,41,Stable,Tier-2 Sector-Regional Proxy
ENR-00271-001,SME-2024-00271,2026-06-15,Perusahaan Perdagangan Eceran menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,33,Stable,Tier-2 Sector-Regional Proxy
ENR-00272-001,SME-2024-00272,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Negatif,0,False,85,Stable,Tier-2 Sector-Regional Proxy
ENR-00273-001,SME-2024-00273,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,85,Stable,Tier-2 Sector-Regional Proxy
ENR-00274-001,SME-2024-00274,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,True,64,Stable,Tier-2 Sector-Regional Proxy
ENR-00275-001,SME-2024-00275,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,False,52,Growing,Tier-2 Sector-Regional Proxy
ENR-00276-001,SME-2024-00276,2026-06-15,Perusahaan Manufaktur menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,78,Stable,Tier-1 Entity Lookup
ENR-00277-001,SME-2024-00277,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,47,Stable,Tier-2 Sector-Regional Proxy
ENR-00278-001,SME-2024-00278,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,48,Stable,Tier-2 Sector-Regional Proxy
ENR-00279-001,SME-2024-00279,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Netral,1,False,68,Declining,Tier-1 Entity Lookup
ENR-00280-001,SME-2024-00280,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,0,False,48,Growing,Tier-2 Sector-Regional Proxy
ENR-00281-001,SME-2024-00281,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,56,Growing,Tier-2 Sector-Regional Proxy
ENR-00282-001,SME-2024-00282,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,False,38,Declining,Tier-2 Sector-Regional Proxy
ENR-00283-001,SME-2024-00283,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,47,Stable,Tier-2 Sector-Regional Proxy
ENR-00284-001,SME-2024-00284,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,29,Stable,Tier-2 Sector-Regional Proxy
ENR-00285-001,SME-2024-00285,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,3,False,90,Growing,Tier-1 Entity Lookup
ENR-00286-001,SME-2024-00286,2026-06-15,Perusahaan Perdagangan Eceran menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,52,Stable,Tier-2 Sector-Regional Proxy
ENR-00287-001,SME-2024-00287,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,0,False,58,Growing,Tier-2 Sector-Regional Proxy
ENR-00288-001,SME-2024-00288,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Netral,0,False,53,Declining,Tier-2 Sector-Regional Proxy
ENR-00289-001,SME-2024-00289,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,68,Stable,Tier-2 Sector-Regional Proxy
ENR-00290-001,SME-2024-00290,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,45,Growing,Tier-2 Sector-Regional Proxy
ENR-00291-001,SME-2024-00291,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,False,69,Stable,Tier-1 Entity Lookup
ENR-00292-001,SME-2024-00292,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Negatif,3,False,53,Growing,Tier-1 Entity Lookup
ENR-00293-001,SME-2024-00293,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Positif,1,True,36,Declining,Tier-2 Sector-Regional Proxy
ENR-00294-001,SME-2024-00294,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,24,Stable,Tier-2 Sector-Regional Proxy
ENR-00295-001,SME-2024-00295,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,74,Growing,Tier-2 Sector-Regional Proxy
ENR-00296-001,SME-2024-00296,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,44,Stable,Tier-2 Sector-Regional Proxy
ENR-00297-001,SME-2024-00297,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,30,Stable,Tier-2 Sector-Regional Proxy
ENR-00298-001,SME-2024-00298,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,0,False,36,Declining,Tier-2 Sector-Regional Proxy
ENR-00299-001,SME-2024-00299,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,1,False,70,Growing,Tier-2 Sector-Regional Proxy
ENR-00300-001,SME-2024-00300,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,31,Stable,Tier-2 Sector-Regional Proxy
ENR-00301-001,SME-2024-00301,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,True,70,Growing,Tier-1 Entity Lookup
ENR-00302-001,SME-2024-00302,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,3,False,95,Declining,Tier-1 Entity Lookup
ENR-00303-001,SME-2024-00303,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,53,Stable,Tier-1 Entity Lookup
ENR-00304-001,SME-2024-00304,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,2,False,47,Growing,Tier-2 Sector-Regional Proxy
ENR-00305-001,SME-2024-00305,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,True,37,Stable,Tier-2 Sector-Regional Proxy
ENR-00306-001,SME-2024-00306,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,4,False,60,Growing,Tier-1 Entity Lookup
ENR-00307-001,SME-2024-00307,2026-06-15,Perusahaan Kuliner & F&B menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,20,Stable,Tier-2 Sector-Regional Proxy
ENR-00308-001,SME-2024-00308,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Negatif,0,False,73,Declining,Tier-2 Sector-Regional Proxy
ENR-00309-001,SME-2024-00309,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,True,45,Stable,Tier-2 Sector-Regional Proxy
ENR-00310-001,SME-2024-00310,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,79,Stable,Tier-1 Entity Lookup
ENR-00311-001,SME-2024-00311,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,50,Stable,Tier-2 Sector-Regional Proxy
ENR-00312-001,SME-2024-00312,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,False,49,Growing,Tier-2 Sector-Regional Proxy
ENR-00313-001,SME-2024-00313,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,2,False,48,Declining,Tier-2 Sector-Regional Proxy
ENR-00314-001,SME-2024-00314,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,1,True,41,Growing,Tier-2 Sector-Regional Proxy
ENR-00315-001,SME-2024-00315,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,54,Stable,Tier-2 Sector-Regional Proxy
ENR-00316-001,SME-2024-00316,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Netral,0,False,83,Declining,Tier-2 Sector-Regional Proxy
ENR-00317-001,SME-2024-00317,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,True,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00318-001,SME-2024-00318,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00319-001,SME-2024-00319,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,5,False,84,Growing,Tier-1 Entity Lookup
ENR-00320-001,SME-2024-00320,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,False,88,Stable,Tier-1 Entity Lookup
ENR-00321-001,SME-2024-00321,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,68,Stable,Tier-2 Sector-Regional Proxy
ENR-00322-001,SME-2024-00322,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,3,False,63,Declining,Tier-1 Entity Lookup
