customer_id,company_name,business_sector,region,segment,company_scale,employee_count,tenure_years,total_mrr,product_count,months_available,potential_score,stability_score,churn_risk_index,assigned_score,score_category,confidence_score,priority_score,primary_action,secondary_action,timing,channel,expected_success_rate,rationale
SME-2024-00274,Kios Bukit Utama Jaya,Manufaktur,Jakarta,Pelanggan Tetap,Mikro,4,6.541666666666667,10063493.0,2.0,12,61.4,82.1,17.1,82.1,Highly Stable,85,0.402,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00275,UD Sriwijaya Mulia Mandiri,Media & Kreatif,Medan,Pelanggan Tetap,Kecil,12,1.7833333333333332,1675144.0,1.0,12,57.8,74.5,15.0,74.5,Stable,85,0.179,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00276,PT Sentosa Solusi Pratama,Manufaktur,Palembang,Pelanggan Tetap,Besar,117,4.058333333333334,5607909.0,3.0,12,64.6,79.6,19.5,79.6,Stable,82,0.276,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00277,UD Nusantara Digital,Kesehatan,Bandar Lampung,Pelanggan Tetap,Kecil,20,2.125,928419.0,1.0,12,48.7,81.8,14.0,81.8,Highly Stable,85,0.12,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00278,Warung Permata Network Abadi,Perdagangan Eceran,Medan,Pelanggan Tetap,Mikro,4,2.058333333333333,3944760.0,1.0,12,56.8,74.8,13.9,74.8,Stable,80,0.248,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00279,CV Bintang Optima Sentosa,Pendidikan & Training,Palembang,Pelanggan Tetap,Menengah,80,2.625,1854222.0,1.0,12,55.5,71.4,17.7,71.4,Stable,85,0.2,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00280,Toko Sentosa Mulia,Pendidikan & Training,Medan,Pelanggan Tetap,Kecil,9,4.633333333333334,1510950.0,1.0,12,60.4,74.9,18.7,74.9,Stable,85,0.172,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00281,Kios Nusantara Persada Pratama,Manufaktur,Denpasar,Pelanggan Tetap,Mikro,1,2.8833333333333333,7733858.0,2.0,12,56.8,64.6,25.4,64.6,Stable,85,0.417,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00282,Toko Surya Bahagia Lestari,Pendidikan & Training,Denpasar,Pelanggan Tetap,Mikro,3,2.1083333333333334,967943.0,1.0,12,38.1,61.7,28.6,61.7,Stable,85,0.221,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00283,UD Sriwijaya Sejahtera Sentosa,Properti & Real Estate,Tangerang,Pelanggan Tetap,Mikro,2,3.125,14140899.0,3.0,12,44.7,70.1,37.4,70.1,Stable,85,0.588,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00284,Toko Sriwijaya Cemerlang Mandiri,Teknologi Informasi,Batam,Pelanggan Tetap,Mikro,3,4.466666666666667,2464520.0,1.0,12,34.2,74.1,19.2,74.1,Stable,85,0.206,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00285,PT Mandiri Andalan Abadi,Jasa Keuangan,Tangerang,Pelanggan Tetap,Besar,326,4.25,5021833.0,2.0,12,90.0,87.3,10.8,87.3,Highly Stable,85,0.219,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00286,Toko Nusantara Indah Lestari,Perdagangan Eceran,Yogyakarta,Pelanggan Tetap,Mikro,4,1.5833333333333333,1283042.0,1.0,12,49.3,80.4,15.7,80.4,Highly Stable,85,0.138,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00287,Warung Sentosa Sejahtera Lestari,Jasa Keuangan,Jakarta,Pelanggan Tetap,Mikro,5,5.691666666666666,3636057.0,1.0,12,65.0,81.3,14.5,81.3,Highly Stable,85,0.206,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00288,UD Mitra Network Mandiri,Transportasi & Logistik,Semarang,Pelanggan Tetap,Kecil,7,1.6416666666666666,1969867.0,1.0,12,44.1,68.4,24.5,68.4,Stable,85,0.219,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00289,CV Bintang Lestari Lestari,Pendidikan & Training,Medan,Pelanggan Tetap,Kecil,7,6.208333333333333,1571542.0,1.0,12,64.5,86.7,15.0,86.7,Highly Stable,85,0.115,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00290,CV Citra Network,Jasa Keuangan,Palembang,Pelanggan Tetap,Kecil,15,4.591666666666667,0.0,,12,62.2,80.3,10.1,80.3,Highly Stable,77,0.099,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00291,CV Permata Persada Jaya,Konstruksi,Batam,Pelanggan Tetap,Menengah,39,4.991666666666666,5139811.0,1.0,12,67.7,75.2,22.8,75.2,Stable,85,0.284,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00292,PT Mega Cemerlang,Konstruksi,Medan,Pelanggan Tetap,Menengah,35,3.125,2658642.0,1.0,12,53.3,70.6,36.2,70.6,Stable,85,0.23,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00293,Toko Bukit Makmur Lestari,Jasa Keuangan,Tangerang,Pelanggan Tetap,Mikro,5,5.991666666666667,7535531.0,1.0,12,45.2,80.0,16.2,80.0,Stable,85,0.334,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00294,Toko Garuda Bahagia Mandiri,Konstruksi,Tangerang,Pelanggan Tetap,Kecil,7,4.0,9175710.0,2.0,12,47.0,71.9,20.1,71.9,Stable,85,0.425,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00295,CV Bumi Pratama Pratama,Kesehatan,Semarang,Pelanggan Tetap,Kecil,8,5.925,2357485.0,1.0,12,67.7,87.7,11.4,87.7,Highly Stable,85,0.134,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00296,Warung Citra Sejahtera Sentosa,Transportasi & Logistik,Bandung,Pelanggan Tetap,Mikro,4,4.7749999999999995,1177166.0,1.0,12,42.4,58.0,30.6,58.0,At Risk,85,0.246,Retention Intervention Call,Personalized discount or service upgrade offer,Immediate (within 48 hours),Senior Manager Phone Call + WhatsApp,40,Stability score declining. Act before entering Berisiko segment.
SME-2024-00297,Kios Mandiri Mulia Abadi,Properti & Real Estate,Semarang,Pelanggan Tetap,Mikro,4,5.216666666666667,1207818.0,1.0,12,45.2,78.8,16.4,78.8,Stable,85,0.143,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00298,Toko Bumi Data Sentosa,Transportasi & Logistik,Malang,Pelanggan Tetap,Mikro,5,6.2749999999999995,2271437.0,1.0,12,44.2,72.1,22.6,72.1,Stable,85,0.21,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00299,Kios Surya Andalan Abadi,Properti & Real Estate,Tangerang,Pelanggan Tetap,Mikro,1,3.875,1714420.0,1.0,12,58.6,74.6,19.2,74.6,Stable,85,0.18,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00300,Warung Sentosa Lestari,Media & Kreatif,Jakarta,Pelanggan Tetap,Mikro,3,3.3166666666666664,8572088.0,3.0,12,40.2,76.4,15.1,76.4,Stable,85,0.384,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00301,PT Bumi Mulia Sentosa,Transportasi & Logistik,Yogyakarta,Pelanggan Tetap,Besar,413,1.925,947976.0,1.0,12,86.5,77.4,15.3,77.4,Stable,85,0.142,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00302,PT Abadi Solusi Mandiri,Kesehatan,Surabaya,Pelanggan Tetap,Besar,483,3.8083333333333336,807105.0,1.0,12,76.7,85.7,15.5,85.7,Highly Stable,85,0.096,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00303,PT Bukit Sejahtera,Properti & Real Estate,Jakarta,Pelanggan Tetap,Besar,426,4.258333333333334,3122987.0,1.0,12,76.9,82.4,14.9,82.4,Highly Stable,82,0.185,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00304,CV Mitra Cemerlang Jaya,Teknologi Informasi,Jakarta,Pelanggan Tetap,Kecil,5,5.916666666666667,2278082.0,1.0,12,50.8,83.5,13.9,83.5,Highly Stable,85,0.153,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00305,UD Citra Bahagia Lestari,Perdagangan Eceran,Medan,Pelanggan Tetap,Kecil,10,5.683333333333334,0.0,,12,44.0,66.3,35.2,66.3,Stable,80,0.169,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00306,CV Sumber Data Mandiri,Media & Kreatif,Denpasar,Pelanggan Tetap,Menengah,95,6.141666666666667,8992960.0,2.0,12,69.5,83.3,18.5,83.3,Highly Stable,85,0.362,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00307,Kios Bumi Makmur Mandiri,Kuliner & F&B,Medan,Pelanggan Tetap,Mikro,5,4.1000000000000005,4512465.0,2.0,12,43.1,71.4,21.0,71.4,Stable,85,0.283,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00308,Toko Duta Sakti Lestari,Jasa Keuangan,Semarang,Pelanggan Tetap,Mikro,4,3.1916666666666664,1149361.0,1.0,12,40.7,59.6,39.4,59.6,At Risk,85,0.238,Retention Intervention Call,Personalized discount or service upgrade offer,Immediate (within 48 hours),Senior Manager Phone Call + WhatsApp,40,Stability score declining. Act before entering Berisiko segment.
SME-2024-00309,Toko Tirta Teknologi Jaya,Properti & Real Estate,Bandar Lampung,Pelanggan Tetap,Mikro,3,4.9750000000000005,2311681.0,1.0,12,47.9,78.0,13.6,78.0,Stable,85,0.182,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00310,CV Berkah Lestari,Teknologi Informasi,Denpasar,Pelanggan Tetap,Menengah,69,6.441666666666666,14545803.0,3.0,12,69.8,67.0,26.6,67.0,Stable,85,0.616,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00311,Warung Bintang Bahagia Pratama,Kesehatan,Surabaya,Pelanggan Tetap,Mikro,4,5.091666666666667,0.0,,12,44.0,71.0,32.6,71.0,Stable,80,0.145,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00312,UD Duta Konektifitas Sentosa,Kuliner & F&B,Palembang,Pelanggan Tetap,Mikro,2,4.8500000000000005,5144343.0,1.0,12,60.4,75.5,13.7,75.5,Stable,85,0.282,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00313,UD Sentosa Data Mandiri,Perdagangan Eceran,Malang,Pelanggan Tetap,Kecil,15,2.183333333333333,1122301.0,1.0,12,54.6,75.4,18.7,75.4,Stable,85,0.158,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00314,UD Citra Sakti Lestari,Kuliner & F&B,Medan,Pelanggan Tetap,Mikro,3,3.358333333333333,3038812.0,1.0,12,59.2,76.4,16.5,76.4,Stable,85,0.212,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00315,Warung Karya Mulia Mandiri,Perdagangan Eceran,Medan,Pelanggan Tetap,Mikro,1,4.325,2750028.0,1.0,12,57.0,72.8,14.3,72.8,Stable,82,0.221,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00316,CV Permata Teknologi Pratama,Transportasi & Logistik,Yogyakarta,Pelanggan Tetap,Kecil,14,4.558333333333334,6820945.0,2.0,12,50.2,67.2,22.7,67.2,Stable,85,0.376,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00317,CV Berkah Persada Pratama,Transportasi & Logistik,Makassar,Pelanggan Tetap,Kecil,14,4.0249999999999995,2873569.0,1.0,12,55.2,87.9,11.2,87.9,Highly Stable,85,0.149,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00318,UD Karya Andalan Sentosa,Kesehatan,Surabaya,Pelanggan Tetap,Mikro,3,3.2416666666666667,1059225.0,1.0,12,54.8,70.1,17.7,70.1,Stable,85,0.182,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00319,CV Duta Mulia Pratama,Properti & Real Estate,Makassar,Pelanggan Tetap,Menengah,22,3.4583333333333335,641412.0,1.0,12,62.6,59.6,29.2,59.6,At Risk,85,0.222,Retention Intervention Call,Personalized discount or service upgrade offer,Immediate (within 48 hours),Senior Manager Phone Call + WhatsApp,40,Stability score declining. Act before entering Berisiko segment.
SME-2024-00320,CV Citra Makmur Pratama,Manufaktur,Yogyakarta,Pelanggan Tetap,Menengah,70,1.5916666666666668,2530168.0,1.0,12,61.8,59.8,38.1,59.8,At Risk,85,0.279,Retention Intervention Call,Personalized discount or service upgrade offer,Immediate (within 48 hours),Senior Manager Phone Call + WhatsApp,40,Stability score declining. Act before entering Berisiko segment.
SME-2024-00321,CV Sumber Solusi Lestari,Manufaktur,Makassar,Pelanggan Tetap,Kecil,18,6.058333333333334,12426667.0,3.0,12,53.8,70.9,36.6,70.9,Stable,85,0.531,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00322,PT Sriwijaya Data Abadi,Pendidikan & Training,Jakarta,Pelanggan Tetap,Besar,347,2.8000000000000003,1496969.0,1.0,12,60.5,68.3,23.3,68.3,Stable,85,0.205,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00323,UD Sriwijaya Persada,Transportasi & Logistik,Medan,Pelanggan Tetap,Mikro,3,3.225,2096585.0,1.0,12,60.9,87.0,13.3,87.0,Highly Stable,85,0.13,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00324,Toko Berkah Digital Pratama,Properti & Real Estate,Medan,Pelanggan Tetap,Kecil,5,2.733333333333333,2725422.0,1.0,12,59.5,68.0,24.8,68.0,Stable,85,0.245,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00325,PT Duta Network Mandiri,Pendidikan & Training,Malang,Pelanggan Tetap,Menengah,42,3.2416666666666667,3148046.0,2.0,12,74.0,65.5,22.0,65.5,Stable,85,0.27,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00326,Toko Jaya Digital Pratama,Media & Kreatif,Bandar Lampung,Pelanggan Tetap,Mikro,3,3.775,669600.0,1.0,12,62.7,76.1,18.0,76.1,Stable,85,0.141,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00327,CV Nusantara Digital Abadi,Konstruksi,Semarang,Pelanggan Tetap,Kecil,10,6.266666666666667,3569700.0,2.0,12,48.7,71.2,21.5,71.2,Stable,85,0.255,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00328,PT Bumi Sinergi Jaya,Pendidikan & Training,Surabaya,Pelanggan Tetap,Menengah,64,4.158333333333333,1537799.0,1.0,12,76.6,81.9,28.7,81.9,Highly Stable,85,0.138,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00329,PT Garuda Konektifitas Pratama,Properti & Real Estate,Makassar,Pelanggan Tetap,Besar,416,4.608333333333333,6295888.0,2.0,12,89.8,82.4,10.6,82.4,Highly Stable,82,0.283,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00330,Kios Citra Andalan Jaya,Teknologi Informasi,Batam,Pelanggan Tetap,Mikro,5,4.833333333333333,4874566.0,2.0,12,41.9,71.2,22.5,71.2,Stable,85,0.295,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00331,Kios Mandiri Sakti Abadi,Konstruksi,Batam,Pelanggan Tetap,Mikro,1,6.0249999999999995,1589248.0,1.0,12,42.2,72.7,21.8,72.7,Stable,85,0.186,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00332,PT Tirta Data Sentosa,Transportasi & Logistik,Tangerang,Pelanggan Tetap,Besar,366,4.375,1359228.0,1.0,12,65.9,77.5,17.5,77.5,Stable,85,0.154,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00333,PT Abadi Data Pratama,Media & Kreatif,Yogyakarta,Pelanggan Tetap,Besar,300,6.1499999999999995,2686063.0,1.0,12,70.5,86.4,15.9,86.4,Highly Stable,85,0.151,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00334,PT Mitra Persada Lestari,Jasa Keuangan,Surabaya,Pelanggan Tetap,Menengah,59,5.458333333333333,1465829.0,1.0,12,68.2,77.3,18.6,77.3,Stable,85,0.159,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00335,Warung Sriwijaya Sakti Lestari,Pertanian & Agribisnis,Batam,Pelanggan Tetap,Mikro,4,5.783333333333334,2149273.0,1.0,12,57.9,88.8,15.2,88.8,Highly Stable,82,0.122,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00336,PT Sentosa Sejahtera Sentosa,Pendidikan & Training,Semarang,Pelanggan Tetap,Menengah,85,3.0583333333333336,4610051.0,2.0,12,86.2,78.0,16.9,78.0,Stable,85,0.253,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00337,UD Citra Sakti,Konstruksi,Palembang,Pelanggan Tetap,Mikro,1,5.0,855771.0,1.0,12,51.3,78.3,14.6,78.3,Stable,82,0.135,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00338,Toko Nusantara Sinergi Pratama,Pertanian & Agribisnis,Medan,Pelanggan Tetap,Mikro,1,5.508333333333333,1952336.0,1.0,12,53.4,70.5,18.3,70.5,Stable,82,0.208,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00339,Kios Mega Makmur Lestari,Teknologi Informasi,Surabaya,Pelanggan Tetap,Mikro,1,6.533333333333334,6879510.0,1.0,12,44.7,73.2,26.4,73.2,Stable,85,0.347,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00340,UD Tirta Sakti Mandiri,Perdagangan Eceran,Jakarta,Pelanggan Tetap,Kecil,5,3.9166666666666665,16126003.0,3.0,12,57.8,72.5,21.4,72.5,Stable,85,0.637,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00341,UD Bumi Cemerlang Sentosa,Kesehatan,Yogyakarta,Pelanggan Tetap,Mikro,1,2.1166666666666667,6063453.0,2.0,12,47.9,76.5,11.1,76.5,Stable,85,0.306,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00342,PT Garuda Indah,Teknologi Informasi,Batam,Pelanggan Tetap,Menengah,32,5.783333333333334,2553885.0,1.0,12,65.7,68.1,20.8,68.1,Stable,85,0.239,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00343,CV Mega Optima Jaya,Pendidikan & Training,Makassar,Pelanggan Tetap,Kecil,7,5.9750000000000005,2769950.0,1.0,12,48.0,77.0,17.2,77.0,Stable,85,0.201,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00344,CV Permata Mulia Lestari,Kuliner & F&B,Tangerang,Pelanggan Tetap,Kecil,14,5.1000000000000005,808654.0,1.0,12,55.8,65.2,19.1,65.2,Stable,85,0.199,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00345,PT Nusantara Digital,Manufaktur,Yogyakarta,Pelanggan Tetap,Besar,314,4.2250000000000005,1159321.0,1.0,12,74.1,74.0,18.4,74.0,Stable,85,0.166,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00346,Toko Mitra Sejahtera Sentosa,Jasa Keuangan,Bandung,Pelanggan Tetap,Mikro,4,3.225,3573723.0,1.0,12,42.4,71.9,23.0,71.9,Stable,85,0.251,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00347,CV Citra Mulia Abadi,Pendidikan & Training,Malang,Pelanggan Tetap,Kecil,13,3.266666666666667,2555025.0,1.0,12,52.5,81.3,15.8,81.3,Highly Stable,85,0.173,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00348,CV Garuda Cemerlang Lestari,Properti & Real Estate,Denpasar,Pelanggan Tetap,Menengah,70,3.966666666666667,6724175.0,1.0,12,69.3,75.7,21.4,75.7,Stable,85,0.33,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00349,CV Berkah Andalan Sentosa,Properti & Real Estate,Palembang,Pelanggan Tetap,Menengah,21,3.1999999999999997,2200011.0,1.0,12,62.4,67.6,19.6,67.6,Stable,85,0.23,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00350,UD Tirta Utama Sentosa,Pendidikan & Training,Bandar Lampung,Pelanggan Tetap,Kecil,15,2.625,3643818.0,2.0,12,32.5,65.2,23.3,65.2,Stable,85,0.287,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00351,CV Tirta Lestari Pratama,Manufaktur,Yogyakarta,Pelanggan Tetap,Kecil,15,5.4750000000000005,1234429.0,1.0,12,55.6,78.8,11.9,78.8,Stable,85,0.144,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00352,Toko Karya Lestari Abadi,Pendidikan & Training,Tangerang,Pelanggan Tetap,Kecil,16,4.791666666666667,8039328.0,1.0,12,53.4,71.7,15.0,71.7,Stable,85,0.391,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00353,CV Bintang Konektifitas Jaya,Pendidikan & Training,Surabaya,Pelanggan Tetap,Menengah,94,2.4583333333333335,4050464.0,1.0,12,62.3,79.7,16.4,79.7,Stable,85,0.227,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00354,CV Mandiri Persada,Manufaktur,Makassar,Pelanggan Tetap,Kecil,16,2.6833333333333336,6299047.0,1.0,12,52.3,69.8,22.8,69.8,Stable,85,0.346,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00355,CV Citra Konektifitas Pratama,Jasa Keuangan,Yogyakarta,Pelanggan Tetap,Kecil,14,6.108333333333333,0.0,,12,65.3,75.9,14.7,75.9,Stable,80,0.121,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00356,Toko Duta Cemerlang Jaya,Pertanian & Agribisnis,Surabaya,Pelanggan Tetap,Kecil,20,6.483333333333333,5673119.0,1.0,12,59.0,79.6,20.1,79.6,Stable,85,0.278,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
